Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number,Function [CC],Enzyme regulation
H6BUR3,H6BUR3_EXODN,unreviewed,Fatty-acyl-CoA synthase,HMPREF1120_03874,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),598,,,
H6C1X9,H6C1X9_EXODN,unreviewed,IQ domain-containing protein containing GTPase activating protein,HMPREF1120_06670,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),780,,,
H6C821,H6C821_EXODN,unreviewed,MFS transporter; MCP family; solute carrier family 16 (Monocarboxylic acid transporters); member 10,HMPREF1120_08216,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),449,,,
H6C938,H6C938_EXODN,unreviewed,2-dehydropantoate 2-reductase,HMPREF1120_08568,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),359,,,
H6CA55,H6CA55_EXODN,unreviewed,DNA polymerase (EC 2.7.7.7),HMPREF1120_07994,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1455,2.7.7.7,,
H6CAU5,H6CAU5_EXODN,unreviewed,Superoxide dismutase (EC 1.15.1.1),HMPREF1120_08836,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),233,1.15.1.1,FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems. {ECO:0000256|RuleBase:RU000414}.,
H6BJU8,H6BJU8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00532,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),409,,,
H6BVW0,H6BVW0_EXODN,unreviewed,Ras-like protein Rab-14,HMPREF1120_03267,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),263,,,
H6C845,H6C845_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08240,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),136,,,
H6BRG6,H6BRG6_EXODN,unreviewed,Selenoprotein W-like protein,HMPREF1120_02151,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),131,,,
H6BU73,H6BU73_EXODN,unreviewed,Short chain dehydrogenase,HMPREF1120_03780,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),259,,,
H6BUJ9,H6BUJ9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03036,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),543,,,
H6BXX6,H6BXX6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04674,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),128,,,
H6C0X0,H6C0X0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05350,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),113,,,
H6C5N7,H6C5N7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07033,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),140,,,
H6C7I6,H6C7I6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07667,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),225,,,
H6C8U4,H6C8U4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08477,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),125,,,
H6BMC4,H6BMC4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01206,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),992,,,
H6BUW7,H6BUW7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03096,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),706,,,
H6C8J3,H6C8J3_EXODN,unreviewed,Glycerol 3-phosphatase 1,HMPREF1120_08382,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),240,,,
H6BK61,H6BK61_EXODN,unreviewed,Glutaredoxin 3,HMPREF1120_00707,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),102,,,
H6BMJ7,H6BMJ7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00298,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),684,,,
H6BLU9,H6BLU9_EXODN,unreviewed,Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase),BNA4 HMPREF1120_00161,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),482,1.14.13.9,FUNCTION: Catalyzes the hydroxylation of L-kynurenine (L-Kyn) to form 3-hydroxy-L-kynurenine (L-3OHKyn). Required for synthesis of quinolinic acid. {ECO:0000256|HAMAP-Rule:MF_03018}.,
H6BYJ4,H6BYJ4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04777,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),578,,,
H6C133,H6C133_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04585,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),966,,,
H6C2G6,H6C2G6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06747,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),276,,,
H6C3J3,H6C3J3_EXODN,unreviewed,Signal transducing adaptor molecule,HMPREF1120_06220,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),668,,,
H6C4Y8,H6C4Y8_EXODN,unreviewed,Carboxylesterase,HMPREF1120_06574,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),319,,,
H6C502,H6C502_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06905,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),423,,,
H6C5S0,H6C5S0_EXODN,unreviewed,Fatty acid synthase subunit beta,HMPREF1120_07065,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),2088,,,
H6C7J0,H6C7J0_EXODN,unreviewed,tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5),TRM5 HMPREF1120_07668,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),352,2.1.1.228,FUNCTION: Specifically methylates the N1 position of guanosine-37 in various cytoplasmic and mitochondrial tRNAs. Methylation is not dependent on the nature of the nucleoside 5' of the target nucleoside. This is the first step in the biosynthesis of wybutosine (yW); a modified base adjacent to the anticodon of tRNAs and required for accurate decoding. {ECO:0000256|HAMAP-Rule:MF_03152}.,
H6C8G0,H6C8G0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08352,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),175,,,
H6C966,H6C966_EXODN,unreviewed,Arginyl-tRNA synthetase,HMPREF1120_08595,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),710,,,
H6CAH8,H6CAH8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08114,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),589,,,
H6BLN2,H6BLN2_EXODN,unreviewed,Retrograde regulation protein 2,HMPREF1120_01077,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),492,,,
H6BPI2,H6BPI2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01773,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),271,,,
H6BTH6,H6BTH6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02543,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),297,,,
H6BVX2,H6BVX2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03277,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),640,,,
H6C8Y0,H6C8Y0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08512,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),638,,,
H6BY25,H6BY25_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05495,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),304,,,
H6C1A0,H6C1A0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05422,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),121,,,
H6C7Q1,H6C7Q1_EXODN,unreviewed,Transcription initiation factor TFIID subunit D10,HMPREF1120_06883,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),572,,,
H6BNT6,H6BNT6_EXODN,unreviewed,MFS transporter; DHA1 family; multidrug resistance protein,HMPREF1120_00485,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),504,,,
H6BTN7,H6BTN7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03598,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),261,,,
H6BVZ7,H6BVZ7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04077,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),178,,,
H6C0P8,H6C0P8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05333,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),265,,,
H6C321,H6C321_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06054,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),504,,,
H6C7A0,H6C7A0_EXODN,unreviewed,DNA-directed RNA polymerase II subunit G,HMPREF1120_07581,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),169,,,
H6C9D5,H6C9D5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08654,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),366,,,
H6CC32,H6CC32_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_09263,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),971,,,
H6BLV4,H6BLV4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00166,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),379,,,
H6C2B5,H6C2B5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05909,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),103,,,
H6BUF0,H6BUF0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03817,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),154,,,
H6C1L0,H6C1L0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06608,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),925,,,
H6CAE3,H6CAE3_EXODN,unreviewed,Cytochrome P450 monooxygenase,HMPREF1120_08079,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),584,,,
H6BLA6,H6BLA6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00077,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),943,,,
H6C5J0,H6C5J0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07828,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),175,,,
H6C9Z3,H6C9Z3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08748,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),496,,,
H6BQ55,H6BQ55_EXODN,unreviewed,Glucose-repressible protein,HMPREF1120_02669,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),71,,,
H6BUN8,H6BUN8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03072,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),305,,,
H6C7G7,H6C7G7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07649,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),524,,,
H6BMD2,H6BMD2_EXODN,unreviewed,Eukaryotic translation initiation factor 3 subunit L (eIF3l),HMPREF1120_01214,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),457,,FUNCTION: Component of the eukaryotic translation initiation factor 3 (eIF-3) complex; which is involved in protein synthesis of a specialized repertoire of mRNAs and; together with other initiation factors; stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. {ECO:0000256|HAMAP-Rule:MF_03011}.,
H6C7P8,H6C7P8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06880,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),649,,,
H6CB31,H6CB31_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08920,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),173,,,
H6BK27,H6BK27_EXODN,unreviewed,Aldehyde dehydrogenase (NAD+),HMPREF1120_00693,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),484,,,
H6BP30,H6BP30_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01451,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),784,,,
H6BR58,H6BR58_EXODN,unreviewed,Alpha/beta hydrolase,HMPREF1120_02098,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),314,,,
H6BVP7,H6BVP7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04032,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),263,,,
H6BY48,H6BY48_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05517,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),436,,,
H6BYI8,H6BYI8_EXODN,unreviewed,Protein kinase gsk3,HMPREF1120_04771,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),395,,,
H6C0P3,H6C0P3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05328,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),509,,,
H6C773,H6C773_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07555,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),455,,,
H6BTF9,H6BTF9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02526,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),101,,,
H6BW38,H6BW38_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03291,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),128,,,
H6C3Y7,H6C3Y7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06364,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),561,,,
H6C978,H6C978_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08606,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),674,,,
H6BM06,H6BM06_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01144,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),725,,,
H6BR60,H6BR60_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02100,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),306,,,
H6BUX4,H6BUX4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03103,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),308,,,
H6BVS7,H6BVS7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04062,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),523,,,
H6BX29,H6BX29_EXODN,unreviewed,NAD binding Rossmann fold oxidoreductase,HMPREF1120_03457,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),388,,,
H6BZY3,H6BZY3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04403,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),581,,,
H6C4A5,H6C4A5_EXODN,unreviewed,Altered inheritance of mitochondria protein 24; mitochondrial,HMPREF1120_06451,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),395,,,
H6BR84,H6BR84_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02124,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1051,,,
H6BVD9,H6BVD9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03984,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),193,,,
H6C6T2,H6C6T2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07418,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),325,,,
H6C927,H6C927_EXODN,unreviewed,Alpha;alpha-trehalase,HMPREF1120_08557,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1077,,,
H6C9T1,H6C9T1_EXODN,unreviewed,Autophagy-like protein 7,HMPREF1120_07910,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),765,,,
H6CC19,H6CC19_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_09250,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),521,,,
H6BL60,H6BL60_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01015,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),411,,,
H6C122,H6C122_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04574,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),616,,,
H6BPE7,H6BPE7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02575,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),169,,,
H6BSW0,H6BSW0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02435,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),216,,,
H6BZF6,H6BZF6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05073,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1761,,,
H6C1C6,H6C1C6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05738,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),104,,,
H6C4X4,H6C4X4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06560,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),896,,,
H6C9K9,H6C9K9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07895,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),858,,,
H6BJX7,H6BJX7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00561,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1127,,,
H6BLK6,H6BLK6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00122,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),267,,,
H6BPP5,H6BPP5_EXODN,unreviewed,Dihydroneopterin aldolase,HMPREF1120_01835,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),257,,,
